,genre,duration_ms,danceability,energy,key,age,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,cluster
22,"""""jackin house""""",325350.4285714286,0.7955714285714286,0.8514285714285714,6.285714285714286,7.295499021526418,-5.555285714285715,0.07402857142857143,0.022020857142857144,0.34775085714285714,0.19501428571428572,0.6127142857142857,122.28528571428572,4.0,7
23,bulgarian hip hop,209548.56272401434,0.7803189964157706,0.6853942652329748,5.304659498207886,6.016585653262632,-6.880813620071685,0.2053204301075269,0.16255897491039428,0.008976720071684588,0.17958853046594983,0.6069032258064516,121.94777060931897,4.007168458781362,6
24,nederlandse hardstyle,265027.8656716418,0.6149402985074628,0.7977462686567164,4.522388059701493,9.69429564506236,-6.725880597014925,0.11481343283582089,0.11669267164179105,0.056432237462686566,0.23522089552238803,0.5506059701492537,144.25374626865673,3.970149253731343,4
25,organic house,383073.432,0.752752,0.6961999999999999,5.8,6.410717808219179,-9.456304,0.061448,0.0733683872,0.7100230703999999,0.1385176,0.3797144,122.26553600000001,3.976,5
26,nashville indie,224691.25,0.586,0.5278333333333334,7.916666666666667,8.863242009132419,-7.62,0.03575833333333333,0.6170216666666666,3.6076666666666666e-05,0.15046666666666667,0.29,121.72341666666665,3.9166666666666665,2
27,rawstyle,259298.34939759035,0.49859638554216873,0.9061897590361446,5.686746987951807,4.806354183858721,-4.004963855421686,0.13659156626506025,0.08534018674698794,0.10127674442771084,0.29325993975903614,0.24955,145.77126807228913,3.924698795180723,4
28,euskal musica,236758.49180327868,0.5015573770491804,0.48619672131147545,5.081967213114754,27.96797664495845,-9.883688524590163,0.0407655737704918,0.4919295081967213,0.0033201377049180327,0.1954606557377049,0.4737540983606557,119.30767213114753,3.6721311475409837,3
29,finnish death metal,268517.2021857923,0.3789098360655737,0.8887431693989072,4.6775956284153,19.04253312373681,-5.080180327868853,0.06601311475409835,0.004509353114754098,0.33833243814207653,0.2368016393442623,0.33783989071038256,124.63590163934424,3.92896174863388,4
30,portuguese indie rock,226138.13636363635,0.5962727272727272,0.679590909090909,6.090909090909091,9.030261519302615,-6.809590909090909,0.035327272727272735,0.20977666363636366,0.15536178818181817,0.1676681818181818,0.6585454545454544,124.72322727272727,4.0,3
31,deep east coast hip hop,236654.0,0.7411428571428572,0.6541428571428572,4.714285714285714,22.75381604696673,-8.980428571428572,0.2764285714285714,0.14079428571428573,0.0037285857142857143,0.22725714285714285,0.5944285714285715,107.88857142857141,4.0,6
32,hawaiian indie,249093.0,0.684,0.934,0.0,26.81095890410959,-7.244,0.0575,0.00781,1.5e-05,0.0557,0.791,126.023,4.0,6
33,irish metal,205092.0,0.54475,0.885,5.25,7.50068493150685,-5.692,0.055125,0.042555925,0.0021698999999999998,0.137125,0.4665,117.91325,4.0,4
34,neo-psicodelia brasileira,239574.25,0.4625,0.32489999999999997,7.25,6.638356164383562,-11.7865,0.047325,0.74675,0.0002104675,0.120525,0.435,105.13475,4.0,2
35,west coast reggae,230818.5,0.5925,0.6288333333333332,4.0,6.56986301369863,-8.135666666666667,0.04466666666666667,0.16906,0.009222166666666667,0.20133333333333336,0.6956666666666665,129.10933333333332,4.0,3
36,swedish death metal,251942.23076923078,0.4062076923076923,0.9247692307692307,5.915384615384616,19.316143308746046,-5.594961538461539,0.08250230769230771,0.015752165615384617,0.4535741436923077,0.23712076923076925,0.30837461538461547,126.38100769230769,3.9,4
37,canto popular uruguayo,222023.5576441103,0.581185463659148,0.39210814536340854,5.345864661654136,36.23374017234866,-11.929224937343362,0.08611773182957394,0.7520782938596493,0.03973692364661654,0.18495125313283206,0.5515634711779449,112.97929949874687,3.743734335839599,1
38,texas blues,201654.31630971993,0.5633789126853377,0.41411285008237225,5.645799011532125,66.6476270000677,-11.787792421746293,0.11114728171334433,0.721024583410214,0.12780106542009884,0.21422224052718283,0.6917677100494234,121.63507578253703,3.8187808896210873,1
39,hard trance,231083.01960784313,0.5389019607843137,0.9266862745098038,5.7254901960784315,11.172011818425998,-6.870549019607843,0.07685490196078432,0.029263150980392158,0.5678065686274509,0.2688529411764706,0.35643725490196076,138.68133333333336,4.0,7
40,boogie,325763.3714285714,0.7445714285714286,0.6994285714285714,5.428571428571429,36.789823874755385,-9.710714285714285,0.06372857142857143,0.1602414285714286,0.09097473457142857,0.12291142857142856,0.7692571428571429,115.93448571428571,4.0,3
41,russian punk rock,189054.5535483871,0.4616410322580646,0.6870406451612905,5.825806451612904,25.316235086168803,-9.03773935483871,0.0770661935483871,0.1469002952,0.19317085260645156,0.22602141935483874,0.5650305806451612,126.07043612903226,3.9741935483870967,4
42,shiver pop,248483.07317073172,0.5843170731707318,0.5660731707317073,5.926829268292683,5.90237220180421,-7.620560975609757,0.05601463414634146,0.2580573170731707,0.08329093414634145,0.15706585365853656,0.40426585365853657,111.20356097560976,3.951219512195122,3
43,indian instrumental,305276.8240740741,0.6053919753086419,0.699966049382716,5.2746913580246915,16.582242516489092,-6.698746913580248,0.06764907407407407,0.39952048858024686,0.0722759962654321,0.19649012345679015,0.6092651234567902,115.54549691358025,3.95679012345679,3
44,yugoslav rock,239101.07731958764,0.5826417525773195,0.6554407216494845,5.404639175257732,32.702944499364484,-8.026479381443298,0.05249201030927835,0.28234612680412374,0.013510384587628866,0.18980489690721647,0.6131775773195877,122.0586237113402,3.9329896907216493,3
45,eurobeat,283421.5641025641,0.5518102564102563,0.8255641025641027,5.097435897435897,19.78811380400421,-5.169097435897435,0.04355692307692308,0.11861952615384613,0.02480981497435898,0.2274030769230769,0.5179523076923077,126.52833333333334,3.9743589743589745,4
46,swedish rock-and-roll,157228.56875,0.521875,0.6850937500000001,5.01875,51.514571917808226,-7.601093749999999,0.05103,0.3880693125,0.087379552625,0.22796312499999996,0.7502312500000001,122.43515625,3.88125,3
47,jug band,185347.07558139536,0.6007790697674418,0.353046511627907,5.058139534883721,87.04138260592546,-9.561633720930233,0.0587453488372093,0.8900581395348838,0.1464506553488372,0.21204767441860464,0.653453488372093,119.01272093023255,3.9127906976744184,1
48,galician rock,180839.11515151514,0.4958,0.8316848484848486,4.763636363636364,31.403686176836857,-8.10362424242424,0.060521212121212135,0.10871774121212124,0.057062309818181826,0.30062242424242425,0.6201212121212121,135.0336909090909,4.0,3
49,beach music,166947.58823529413,0.5717941176470588,0.4715735294117646,5.088235294117647,51.93344077356969,-10.64455882352941,0.05465294117647058,0.5813235294117647,0.0001045914705882353,0.2666852941176471,0.6756176470588235,113.44441176470588,3.9705882352941178,1
50,musica cabo-verdiana,281786.07692307694,0.6044038461538462,0.5373846153846153,5.1923076923076925,29.5718124341412,-9.930711538461539,0.05425769230769231,0.6171590384615384,0.053130365000000006,0.18243846153846155,0.6981538461538462,114.93242307692306,4.0,2
51,musica tradicional dominicana,219995.04790419163,0.5673652694610779,0.5255934131736527,5.473053892215569,45.630136986301366,-12.379095808383235,0.08806047904191616,0.6336999999999999,0.1362206388023952,0.1916011976047904,0.7760239520958084,123.03898802395211,3.964071856287425,1
52,swedish dancehall,220182.03225806452,0.7091075268817204,0.6884086021505376,5.870967741935484,7.946560612755928,-6.643387096774193,0.1629827956989247,0.21811568817204302,0.01494495989247312,0.1627010752688172,0.7120462365591399,121.94839784946238,4.0,6
53,molam,177587.7142857143,0.7411428571428571,0.49257142857142855,4.142857142857143,25.920156555772998,-11.307857142857143,0.03974285714285714,0.2545571428571428,3.8499999999999996e-06,0.2081,0.771,112.47128571428571,4.0,3
54,noise rock,271134.74418604653,0.3611705426356589,0.7912635658914728,5.5271317829457365,30.59683551024743,-8.644961240310076,0.06557131782945737,0.08915276558139536,0.36365400147286814,0.24579844961240307,0.33536046511627904,132.13638759689923,3.9612403100775193,7
55,nz singer-songwriter,242738.42857142858,0.559875,0.5214892857142857,5.517857142857143,27.860518590998044,-10.284982142857144,0.0497125,0.35030357142857144,0.03667617232142857,0.21652321428571428,0.5625714285714285,121.04935714285713,3.8035714285714284,3
56,bomba y plena,213089.93693693692,0.6329009009009009,0.6307846846846846,4.603603603603603,47.90887325681846,-8.121918918918919,0.07472072072072072,0.624009009009009,0.015649997027027025,0.1969153153153153,0.8730090090090091,115.49402702702702,3.981981981981982,1
