,genre,duration_ms,danceability,energy,key,age,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,cluster
800,"""""punk n roll""""",199035.95901639343,0.35192622950819674,0.921622950819672,5.090163934426229,31.579631708960253,-5.8392459016393445,0.0774344262295082,0.03278199786885246,0.11104012327868854,0.2601303278688525,0.4973196721311474,141.7983442622951,4.0,4
801,pop teen brasileiro,222418.84931506848,0.6381369863013698,0.6586712328767124,5.301369863013699,20.344454869581536,-6.601575342465754,0.0427986301369863,0.3401720547945206,0.0005662628767123289,0.23934109589041097,0.5806164383561645,120.23428767123286,3.958904109589041,3
802,classical piano duo,419053.0,0.3325,0.11019999999999999,5.0,42.820547945205476,-21.596,0.04245,0.9895,0.9005000000000001,0.08355,0.22835,95.31049999999999,3.5,0
803,eau claire indie,265835.32558139536,0.46665116279069774,0.30362558139534884,5.372093023255814,10.999362854412231,-14.2566511627907,0.04898372093023256,0.838986976744186,0.22121236604651162,0.167246511627907,0.2017023255813954,123.47497674418605,3.744186046511628,2
804,lo-fi beats,145295.93181818182,0.6782613636363636,0.32301818181818187,5.875,2.8150373599003737,-13.032181818181817,0.13048636363636365,0.6236602272727272,0.5923861923863636,0.15852840909090912,0.3645409090909091,104.35373863636364,3.8636363636363638,5
805,bohemian baroque,250187.53846153847,0.2765846153846154,0.2552,4.923076923076923,57.78672286617492,-14.348384615384616,0.0379923076923077,0.8213076923076923,0.7979461538461539,0.1617076923076923,0.26664615384615387,95.09669230769231,3.8461538461538463,0
806,mgp,172557.46666666667,0.6850166666666667,0.7392249999999999,5.983333333333333,13.335570776255707,-6.231866666666666,0.07319666666666666,0.18386889999999997,0.009018256,0.18897166666666668,0.67585,118.71995,3.933333333333333,6
807,nu-metalcore,223848.0,0.4856,0.9212,7.2,5.591780821917808,-4.2302,0.07128000000000001,0.00123294,7.534999999999999e-05,0.186,0.3276,143.0108,4.0,4
808,armenian folk,257966.2142857143,0.37449999999999994,0.36026428571428576,5.0,26.60156555772994,-13.145071428571427,0.08043571428571429,0.8113142857142857,0.4544330357142856,0.12484285714285716,0.3390142857142857,110.0252857142857,3.642857142857143,0
809,spanish folk rock,217815.46666666667,0.5670999999999999,0.6374000000000001,5.7,21.327671232876714,-8.788666666666668,0.04026666666666666,0.3209666666666667,0.008981877000000001,0.3278466666666667,0.7018666666666667,126.11793333333335,3.966666666666667,3
810,gospel rap,202505.0,0.834,0.6399999999999999,7.5,11.960273972602739,-7.8454999999999995,0.0724,0.065905,0.000117345,0.0528,0.7364999999999999,112.535,4.0,6
811,trio cubano,172742.61111111112,0.6671111111111111,0.4418888888888889,4.666666666666667,55.31491628614916,-8.939055555555557,0.06788333333333334,0.6895,0.031892985000000006,0.2063277777777778,0.6498333333333334,118.922,3.4444444444444446,1
812,frevo,338741.63636363635,0.5825454545454545,0.5448181818181818,2.1818181818181817,60.37982565379826,-8.228818181818182,0.05939090909090909,0.39809090909090905,0.0,0.24236363636363636,0.769090909090909,130.1646363636364,4.0,1
813,senegalese traditional,301003.0,0.62175,0.73575,10.25,23.307534246575344,-8.68375,0.179275,0.69,0.415355,0.12605000000000002,0.86225,129.82825,3.5,3
814,massage,78895.0,0.244,0.00452,10.0,5.112328767123287,-24.61,0.0614,0.0158,0.703,0.112,0.0278,107.245,4.0,5
815,laiko,213584.43516270033,0.576473895094706,0.5420957746478872,5.429577464788732,27.79225518438925,-9.249137202525496,0.04825293831957261,0.502118407479359,0.02291542529383196,0.21499545896066047,0.5756076007770763,120.12754468188436,3.9256920835356968,3
816,opm,252551.29494163423,0.530724513618677,0.4920352918287938,5.191828793774319,16.05585309951497,-9.585062256809337,0.047514280155642026,0.44712048608171207,0.012237092000000001,0.17651478599221782,0.42204035019455255,120.43316848249026,3.953696498054475,3
817,movie tunes,172035.24534501642,0.43101774370208107,0.3100150164293538,4.746987951807229,45.70420561448785,-14.999369112814897,0.08043745892661557,0.7611520690032858,0.2079867477765608,0.21782179627601314,0.4076815991237679,111.02020262869661,3.7721796276013144,0
818,modern country rock,213082.07857142857,0.5720357142857143,0.7374309523809522,5.416666666666667,10.549817351598175,-5.5620095238095235,0.04105952380952381,0.17076227619047615,0.0015271929285714284,0.18373904761904758,0.5754645238095238,125.03681904761903,3.969047619047619,3
819,norwegian hip hop,227209.69014084508,0.6889295774647887,0.7267840375586855,5.497652582159624,12.526773425943789,-6.057680751173709,0.19159389671361501,0.17610196713615023,0.003992977370892019,0.20772629107981225,0.6153840375586854,112.21611737089204,3.9859154929577465,6
820,marimba orquesta,261234.8,0.6441600000000001,0.6033999999999999,5.21,27.647150684931507,-7.583539999999999,0.044582000000000004,0.385094,0.15046007940000003,0.15683999999999998,0.7705200000000001,119.66233,3.87,3
821,russian alternative rock,211181.67804878048,0.4429362601626016,0.6100414634146343,5.48130081300813,26.891622675130858,-9.765448780487809,0.062365203252032514,0.16148853504065042,0.2641031616422765,0.2112738211382114,0.5150845528455286,117.27600487804881,3.9479674796747966,7
822,rock alternativo brasileiro,207926.5728643216,0.5619396984924623,0.7834673366834171,5.4874371859296485,17.881076615956495,-6.0094522613065315,0.07137085427135678,0.17836239698492465,0.03284282608040201,0.27506683417085426,0.6350753768844222,125.22535678391961,3.9849246231155777,6
823,nz indie,226629.609375,0.5453749999999999,0.625140625,5.65625,23.93146404109589,-9.744562499999999,0.050164062499999995,0.23838975,0.17442283984374998,0.24780625,0.5944062499999999,129.27821874999998,3.9375,7
824,tecnobrega,217118.40476190476,0.5719285714285715,0.8098571428571429,4.321428571428571,17.90880626223092,-5.790952380952381,0.050369047619047626,0.3178107142857143,0.0004049874999999999,0.3843011904761905,0.6891309523809523,138.1739404761905,4.0,3
825,british indie rock,202873.15151515152,0.5282424242424243,0.7677272727272726,4.96969696969697,13.103279369032792,-6.254484848484848,0.05796060606060606,0.2799524787878788,0.029903965151515152,0.22026666666666667,0.5497878787878787,126.21812121212119,3.9393939393939394,3
826,hangoskonyvek,323408.5,0.5828064516129032,0.2814306451612903,4.161290322580645,37.519310649580206,-18.845999999999997,0.5072516129032258,0.7338032258064516,0.027002001935483872,0.2014306451612903,0.44567580645161287,100.07056451612905,3.693548387096774,1
827,finnish folk,197812.5,0.5339999999999999,0.47223125000000005,4.6875,30.49229452054795,-10.664875,0.05895,0.471685625,0.09582505687500001,0.13256874999999999,0.58133125,125.57487499999999,3.8125,3
828,trap pesado,150045.16666666666,0.8528333333333334,0.5005000000000001,7.0,1.4853881278538814,-9.8995,0.31366666666666665,0.3066166666666667,0.0009974,0.16838333333333333,0.6216666666666667,124.06866666666667,4.0,6
829,música pitiusa,232189.02380952382,0.4732142857142857,0.704595238095238,3.6904761904761907,32.142857142857146,-7.587738095238096,0.05162857142857143,0.22988628571428574,0.10649320976190475,0.2912214285714286,0.6310952380952382,125.73647619047618,3.9047619047619047,4
830,canadian indigenous,196117.0,0.495388888888889,0.29688333333333333,5.5,49.983105022831054,-15.283111111111111,0.04577222222222223,0.65605,0.007520840000000001,0.12931666666666666,0.48929444444444453,123.28072222222224,3.7777777777777777,1
831,speedcore,303409.44736842107,0.509578947368421,0.9772368421052631,6.7368421052631575,6.28139870223504,-2.8256052631578945,0.17387368421052632,0.036421987631578945,0.317983597368421,0.3734157894736842,0.23780526315789474,139.15323684210526,3.973684210526316,4
832,deep progressive trance,193698.4814814815,0.5512962962962964,0.8625185185185187,6.222222222222222,12.111009639776762,-9.203185185185184,0.048374074074074076,0.020655236296296293,0.7209643659259258,0.26068518518518524,0.43142592592592593,134.46485185185185,3.962962962962963,5
833,gospel reggae,208205.45454545456,0.6172727272727273,0.6779090909090908,6.0,29.260024906600247,-8.103545454545454,0.1391,0.13134363636363636,0.0005826154545454545,0.16819090909090909,0.7380909090909092,114.65200000000003,4.0,6
834,dublin indie,319184.0,0.5366666666666667,0.515,3.3333333333333335,3.404566210045662,-10.043666666666667,0.05963333333333334,0.29450000000000004,1.32e-06,0.10659999999999999,0.3853333333333333,109.17133333333334,4.0,3
835,military cadence,136420.0,0.6459999999999999,0.354,0.0,55.83013698630137,-10.166,0.032,0.7105,0.0007719999999999999,0.45,0.7605,84.7415,4.0,1
836,dub brasileiro,246280.0,0.713,0.825,9.0,5.380821917808219,-5.44,0.0335,0.147,0.00095,0.212,0.68,100.04,4.0,6
837,post-romantic era,301927.7406860937,0.2957019549981556,0.14457247890077465,5.062707488011804,64.92642759331581,-20.93937218738472,0.0561488380671339,0.9472327554407975,0.5476851634157137,0.19795802286978975,0.16975776466248613,99.51052563629652,3.647362596827739,0
838,british dance band,181955.35218508999,0.5476015424164524,0.2643493573264782,4.910025706940874,87.67067647990982,-13.874817480719795,0.06559511568123394,0.9512956298200512,0.21996630316195373,0.17255424164524424,0.5510051413881748,120.90852956298203,3.8997429305912594,1
839,harlem renaissance,202376.85335689047,0.5625115901060069,0.29662824028268553,4.825441696113074,76.71679074495344,-12.736640636042402,0.077700777385159,0.8494725088339226,0.18372077394699646,0.23175286219081268,0.5496414134275619,113.08520989399292,3.8936395759717315,1
840,country quebecois,227047.73493975904,0.5555421686746987,0.5024457831325302,5.903614457831325,26.244429773890086,-9.729301204819274,0.037985542168674696,0.40302060240963855,0.010175264457831325,0.16301445783132526,0.4580927710843374,121.68522891566265,3.819277108433735,3
841,country road,214403.08636092913,0.5951197141155451,0.6381278141751043,5.2715902322811194,20.372124633873728,-7.925387135199522,0.03800089338892198,0.2409043156640857,0.002151201673615247,0.18359731983323407,0.5781912447885647,123.74278856462182,3.9487790351399643,3
842,gothic metal,300266.4847870183,0.42450202839756596,0.7788275862068964,5.1359026369168355,19.765094890105313,-6.581409736308316,0.050195740365111575,0.05474446462474644,0.1872263938539554,0.21262900608519267,0.3080403651115619,124.09046247464501,3.898580121703854,4
843,russian gangster rap,226088.16923076924,0.6977846153846154,0.5996038461538462,4.857692307692307,8.405142255005268,-7.8709346153846145,0.2465880769230769,0.31829257692307694,0.00984495946153846,0.1893346153846154,0.5346615384615384,109.62211923076923,3.973076923076923,6
844,danish alternative rock,244246.61290322582,0.46373790322580644,0.7230605657258066,5.318548387096774,23.831451612903223,-7.413016129032258,0.04792943548387097,0.08719018685483872,0.06467959967741935,0.20832782258064517,0.475941935483871,131.46069758064516,3.911290322580645,4
845,folk-pop,231020.97947214075,0.5707008797653959,0.5417739002932551,4.891495601173021,6.785417587273532,-8.792598240469209,0.046992375366568924,0.41087325513196477,0.027677636480938413,0.14548914956011727,0.3995524926686217,114.64063636363637,3.903225806451613,3
846,spanish indie folk,195336.7142857143,0.6155,0.43028571428571427,5.071428571428571,11.22348336594912,-10.287500000000003,0.05276428571428571,0.6378542857142857,0.01311808642857143,0.13385000000000002,0.4378857142857143,124.90871428571428,4.0,2
847,musica juiz-forana,222060.025,0.576325,0.5873250000000001,6.7,17.469383561643838,-7.783425000000001,0.049635,0.4023127999999999,0.0012989254999999998,0.2879275,0.5744,117.90722500000001,4.075,3
848,russian synthpop,262324.1666666667,0.6265833333333334,0.7229166666666668,4.916666666666667,10.112328767123289,-9.692541666666665,0.06820416666666666,0.1851625,0.16596937083333335,0.15683333333333335,0.6259166666666667,129.29104166666664,4.0,3
849,jumpstyle,361161.7962962963,0.6640370370370371,0.8645370370370371,4.925925925925926,7.372805682394723,-5.917462962962962,0.10255185185185187,0.02092934074074074,0.37362477037037034,0.2011962962962963,0.45955185185185193,140.46764814814813,3.9814814814814814,7
850,bisrock,235336.06666666668,0.5507333333333334,0.6055333333333333,6.133333333333334,16.070136986301367,-7.829066666666666,0.07242666666666665,0.3533845733333333,0.0029670680000000002,0.13269999999999998,0.6419333333333335,118.82606666666668,4.0,3
851,"""[""""preschool childrens music""""]""",99922.66666666667,0.7702083333333333,0.43635416666666665,4.833333333333333,16.403767123287672,-10.011791666666667,0.065,0.5964583333333333,0.03589832458333333,0.12779583333333333,0.680625,124.16475000000001,3.9583333333333335,3
852,italian gothic,254004.5,0.45566666666666666,0.7941666666666668,7.0,17.364840182648404,-5.512999999999999,0.03818333333333333,0.043936499999999996,0.11703483333333332,0.17716666666666667,0.23444999999999996,126.88616666666668,4.0,4
853,orlando indie,171614.5,0.78425,0.6305000000000001,5.25,7.065753424657534,-7.99625,0.14737499999999998,0.7807499999999999,0.1773825,0.10625000000000001,0.55825,87.35575,4.0,2
854,orquesta tropical,254933.33333333334,0.7323333333333334,0.6073333333333334,3.3333333333333335,49.827397260273976,-7.798333333333333,0.038,0.6493333333333333,0.005868666666666667,0.17403333333333335,0.9296666666666665,111.78566666666666,4.0,1
855,sydney indie,225400.0,0.544,0.797,1.0,3.4575342465753423,-3.573,0.0328,0.0128,0.000987,0.0822,0.283,105.005,4.0,4
856,derby indie,259885.5,0.8145,0.607,5.0,17.730136986301368,-9.1235,0.03665,0.03515,0.712,0.108,0.8035000000000001,102.64750000000001,4.0,7
857,bolero mexicano,174636.306900103,0.5432245108135942,0.3428553038105046,5.029866117404738,52.524560190736814,-11.635568486096808,0.045259526261586,0.7985936148300722,0.023571123841400622,0.2249802265705458,0.6170705458290421,112.7497703398558,3.854788877445932,1
858,k-pop,218789.71693448702,0.6513559950556239,0.7473517923362175,5.265142150803461,5.921875476234824,-4.372844870210136,0.08788967861557478,0.21208154758961684,0.0011359862731767614,0.19335321384425214,0.5601702101359702,122.65159579728059,3.9746600741656364,3
859,brill building pop,170743.11131369352,0.5056282890317627,0.458460638134536,5.07907110641973,51.079957356917994,-11.164540255253808,0.047084703963151335,0.5752312206985892,0.04991528092121677,0.20307142020919297,0.5964061414451591,116.90051415411182,3.8218021303137895,1
860,album rock,270161.6601660223,0.48694039686149654,0.6328573350011368,5.162838298840119,40.695990884196085,-10.188008869683868,0.053686826245167144,0.23680411428928816,0.1014065074175574,0.24427970206959287,0.5296109847623379,123.26152098021383,3.923641118944735,3
861,traditional blues,194128.74389312978,0.5844236641221374,0.3802987977099236,5.0564885496183205,67.60595001568535,-11.540948854961831,0.08018412213740458,0.7745386660305346,0.10613896370610684,0.18899171755725194,0.6411251145038167,114.92359732824426,3.7923664122137404,1
862,neoclassical darkwave,254461.91145833334,0.3939255208333334,0.2927613541666667,4.822916666666667,21.089240867579907,-15.068416666666666,0.041335937499999996,0.6894731666666667,0.5402626876041667,0.14069374999999998,0.25509843749999994,113.79348958333334,3.7604166666666665,0
863,muziek voor kinderen,157657.88304093567,0.6938304093567251,0.4259945029239767,4.900584795321637,22.852799807738524,-11.694786549707603,0.18345233918128653,0.511546769005848,0.018336748128654975,0.18567134502923974,0.6325438596491227,118.39421929824559,3.8625730994152048,3
864,theme,203626.193877551,0.3326469387755102,0.3207091836734694,4.653061224489796,42.77785854067654,-15.531938775510202,0.04787551020408164,0.7244132653061224,0.6180809724489796,0.16939591836734694,0.28887959183673473,102.06191836734693,3.816326530612245,0
865,symphonic metal,308950.76020408166,0.3977431122448979,0.8090102040816325,5.385204081632653,18.51666899636566,-6.222362244897958,0.059565816326530616,0.06294053091836735,0.1291442444132653,0.2177122448979592,0.29262372448979596,126.02410969387755,3.88265306122449,4
866,dutch indie rock,207308.85714285713,0.48592857142857143,0.7396071428571428,5.357142857142857,7.4059686888454,-6.68125,0.05075357142857143,0.08774403571428571,0.07733014214285715,0.21967142857142857,0.3513392857142857,132.4950714285714,3.9642857142857144,4
867,bouncy house,236096.77777777778,0.5745925925925925,0.8840740740740741,4.666666666666667,14.974124809741248,-6.242055555555554,0.08298888888888889,0.0634565,0.11691092037037037,0.23731111111111108,0.4012518518518518,147.0645740740741,3.9814814814814814,4
868,bronx hip hop,272580.025,0.76544375,0.7291124999999999,5.5875,23.93541095890411,-7.68005625,0.25121437499999993,0.10081072499999996,0.037695343125,0.20069875,0.6471875,112.31495625,4.0375,6
869,hungarian punk,222186.52356020943,0.5859633507853403,0.8174031413612565,5.136125654450262,19.08646632718927,-6.899801047120418,0.10268062827225131,0.0708738782722513,0.03750003780104712,0.19467120418848163,0.6299089005235602,126.04922513089004,3.994764397905759,4
870,chicago drill,218929.36363636365,0.7426060606060606,0.6166666666666667,3.696969696969697,4.712411789124118,-6.49139393939394,0.24138484848484848,0.12068921212121213,1.5515151515151516e-06,0.16398787878787877,0.48690909090909085,130.0463939393939,4.03030303030303,6
871,persian rock,289236.0,0.5393,0.3975,6.8,22.259452054794515,-10.4208,0.03219999999999999,0.724064,0.039999624,0.14257000000000003,0.36906000000000005,123.9278,3.7,2
872,oc indie,186474.5,0.447,0.635,5.0,7.093150684931507,-9.131,0.0417,0.11225,0.45351415,0.311,0.4515,141.13400000000001,4.0,7
873,north east england indie,214475.875,0.41112499999999996,0.85575,6.25,12.791095890410958,-5.723375,0.0904125,0.021337175000000003,0.1931470425,0.155225,0.46587500000000004,148.637875,4.0,4
874,mandible,322613.5,0.165,0.18455,6.0,6.7534246575342465,-20.1385,0.0561,0.746,0.795,0.22,0.0369,108.8705,2.0,5
875,japanese metalcore,219554.6,0.3192999999999999,0.9427,5.6,10.013424657534246,-2.3716,0.14421,0.0039456199999999995,0.04722218,0.23370000000000002,0.44159999999999994,141.6923,4.0,4
876,reggae cover,250816.2142857143,0.778642857142857,0.5897142857142857,5.5,12.983953033268104,-8.268928571428573,0.05178571428571428,0.13597857142857145,0.06468460000000001,0.15109999999999998,0.7947857142857143,122.37028571428573,4.0,6
877,solomon islands pop,182182.0,0.812,0.7555000000000001,2.5,2.763013698630137,-5.5055,0.054349999999999996,0.07495,1.07e-06,0.06595,0.6805,97.5205,4.0,6
878,belgian post-rock,171625.0,0.265,0.38,7.0,8.843835616438357,-9.737,0.0323,0.104,0.00867,0.125,0.304,73.582,4.0,4
879,"""[""""death n roll""""",234124.0,0.221,0.956,1.0,4.243835616438356,-7.75,0.0646,0.00289,0.0107,0.647,0.195,142.842,4.0,4
880,german opera,386591.9777070064,0.23610127388535032,0.2058530891719745,5.04140127388535,65.69460780036646,-17.48503821656051,0.05036656050955415,0.9387519108280254,0.4393643288853504,0.24327547770700644,0.15028789808917198,98.17806369426752,3.7038216560509554,0
881,finnish heavy metal,254632.8620689655,0.4639465517241379,0.8920689655172415,5.801724137931035,13.3468351440718,-4.836896551724137,0.05756379310344828,0.001501366293103448,0.21691329439655171,0.22506551724137933,0.43111206896551724,125.30098275862069,3.939655172413793,4
882,guatemalan metal,277140.475,0.44165,0.7092500000000002,5.075,23.738150684931508,-8.1887,0.049729999999999996,0.09715485875,0.03359763275,0.23225749999999995,0.39465000000000006,129.719075,3.95,4
883,second line,295077.75,0.47150000000000003,0.6921249999999999,4.875,19.674657534246577,-10.370875000000002,0.1915,0.15970375000000003,0.182325,0.5024375,0.5661250000000001,108.12375,4.0,4
884,danish pop rock,215534.06360424028,0.6313895759717316,0.5958348056537104,5.028268551236749,25.934604772738275,-9.58525971731449,0.0757827738515901,0.2631472828268551,0.025525133365724383,0.20440335689045938,0.6203851590106005,120.45163957597175,3.9213780918727914,3
885,modern blues rock,246690.72081218273,0.49877157360406094,0.6981065989847715,5.243654822335025,15.897100340727349,-6.722071065989847,0.0688274111675127,0.20797779776649747,0.10192569365482235,0.1960969543147208,0.5295472081218274,120.95669543147208,3.8578680203045685,3
886,nwobhm,293124.2997601918,0.35311990407673854,0.8789808153477218,4.628297362110311,31.2662001905325,-6.729510791366906,0.0798390887290168,0.03407260724220624,0.14911940565947243,0.2814016786570743,0.4181762589928057,124.61717505995205,3.935251798561151,4
887,russian romance,211611.30303030304,0.5508484848484849,0.3124181818181818,4.454545454545454,34.401577418015776,-14.592242424242427,0.08420303030303031,0.7184030303030304,0.0712309987878788,0.14953333333333335,0.5087333333333334,106.21024242424242,3.787878787878788,1
888,pakistani hip hop,285629.5,0.7003709677419353,0.7116290322580645,5.612903225806452,6.175165709235528,-5.671290322580645,0.14737419354838707,0.15077370967741935,0.0007858024193548387,0.24013709677419356,0.5762161290322582,118.85504838709677,4.016129032258065,6
889,oriental metal,307549.5208333333,0.43464583333333334,0.8232083333333332,5.041666666666667,20.089098173515982,-7.900708333333333,0.06758125,0.04711627083333333,0.23781999520833333,0.20036666666666667,0.4022833333333334,128.25841666666668,4.041666666666667,4
890,icelandic choir,176610.41739130433,0.33698869565217393,0.24469852173913045,5.156521739130435,27.448624181060158,-16.567460869565217,0.06341652173913043,0.8894904347826089,0.05602107895652173,0.2443608695652174,0.310671304347826,108.33102608695653,3.617391304347826,0
891,swiss classical piano,262102.92307692306,0.3395384615384615,0.11530564102564103,4.461538461538462,70.45584826132772,-21.80346153846154,0.05182051282051283,0.9887692307692307,0.6311407692307692,0.11825641025641026,0.3145974358974359,105.98797435897436,3.6153846153846154,0
892,youth orchestra,535550.4285714285,0.19747142857142858,0.1842,5.0,16.66027397260274,-21.202714285714283,0.04667142857142857,0.7104285714285715,0.7912857142857143,0.16757142857142854,0.12734285714285715,113.55614285714286,3.7142857142857144,0
893,asbury park indie,203956.61538461538,0.37753846153846154,0.8729999999999999,4.538461538461538,11.943308746048473,-5.338846153846155,0.07925384615384615,0.03945230769230769,2.8674615384615384e-05,0.21046153846153848,0.5313076923076923,133.13246153846154,4.0,4
894,music box,119599.95833333333,0.7526666666666667,0.34905416666666667,4.625,11.13835616438356,-12.143125000000003,0.15364583333333334,0.8080833333333334,0.6727291666666666,0.10604166666666666,0.98375,105.12283333333335,3.7916666666666665,1
895,haur kantak,176857.2857142857,0.7194285714285715,0.3634285714285714,6.428571428571429,34.477495107632095,-10.661285714285714,0.1984,0.6961428571428573,6.357142857142857e-07,0.22690000000000005,0.6091428571428571,124.765,3.5714285714285716,2
896,swancore,220613.33333333334,0.33166666666666667,0.8703333333333333,6.666666666666667,12.1662100456621,-3.9889999999999994,0.07640000000000001,0.062177,3.25e-06,0.218,0.5846666666666667,138.75066666666666,4.0,6
897,dutch jazz,250832.7,0.5155000000000001,0.3941,6.0,28.85630136986301,-14.150150000000002,0.082845,0.660099365,0.384040221,0.259405,0.34225,125.66744999999999,3.8,2
898,himalayan folk,192406.5,0.3245,0.07955,7.5,24.73972602739726,-19.554,0.0934,0.901,0.000555,0.08125,0.18645,91.473,4.0,0
899,croatian hip hop,243793.0,0.7182499999999999,0.84275,7.75,9.236986301369862,-6.337999999999999,0.121175,0.0212325,0.1605,0.29350000000000004,0.58175,122.61475,4.0,6
900,deep italo disco,257115.7142857143,0.6965714285714285,0.8311428571428571,5.714285714285714,27.55655577299413,-5.678142857142857,0.04547142857142857,0.20914285714285713,0.0031951857142857145,0.12332857142857145,0.8411428571428571,136.95885714285714,4.0,6
901,melodic metalcore,247542.3642384106,0.38863576158940394,0.9314569536423839,5.182119205298013,14.357116937312892,-4.441685430463576,0.09904834437086092,0.007608967649006622,0.16743609354304637,0.23941589403973507,0.3029158940397351,129.03766887417217,3.937086092715232,4
902,celtic punk,206134.39805825244,0.43644708737864085,0.7769446601941747,5.092233009708738,22.060686261470945,-7.965165048543691,0.05363932038834951,0.09643585203883497,0.0769477222330097,0.22951893203883497,0.6321912621359222,133.4686941747573,3.8592233009708736,4
903,violao,212295.18555758684,0.5407129798903109,0.4015331809872028,5.0548446069469835,46.367862062057,-13.680915904936011,0.0630232175502742,0.6780900914076783,0.18065658208409505,0.20614798903107864,0.562942961608775,115.10790127970749,3.8921389396709323,2
904,gruperas inmortales,198138.61661341853,0.6486829073482426,0.6042715654952078,5.094249201277956,25.99629961923936,-8.74280591054313,0.0487155750798722,0.3321079952076677,0.008549133618210861,0.19233226837060705,0.7684587859424921,119.54220686900956,3.9456869009584663,3
905,instrumental rock,311104.8410596026,0.4312185430463576,0.6211388520971303,5.386313465783664,41.14274395959962,-11.604035320088304,0.06916666666666667,0.19779599737306847,0.30967124874172186,0.25320905077262695,0.48116335540838856,123.29424282560706,3.8388520971302427,7
906,classic nz pop,217805.7870967742,0.589009677419355,0.5723190322580646,4.958064516129032,34.52178524083075,-10.39754516129032,0.04718064516129032,0.34687764964516127,0.03663882454838709,0.2099825806451613,0.6506919354838708,119.77311290322578,3.8967741935483873,3
907,merengue,253424.25761772852,0.6486918282548476,0.6621696675900278,5.442520775623269,30.01306682351155,-9.210727146814405,0.07381627423822716,0.48034400969529095,0.01606964755540166,0.1612131578947368,0.8310491689750693,130.88101662049863,3.9806094182825484,3
908,polish post-punk,249968.88362068965,0.5338879310344828,0.6852416810344828,5.443965517241379,28.218965517241383,-8.705866379310345,0.06960818965517242,0.21251900745689656,0.0819133621551724,0.19986120689655174,0.6479525862068967,123.95408620689653,3.9051724137931036,3
909,korean r&b,224664.82727272727,0.6430454545454546,0.5605090909090911,5.290909090909091,5.159153175591532,-6.3075909090909095,0.07743727272727273,0.43407033636363634,0.020892755727272727,0.16085363636363637,0.4571363636363636,116.85477272727275,3.963636363636364,3
910,final fantasy,195195.15432098764,0.38428086419753094,0.5605038888888889,5.938271604938271,27.542837814983933,-10.762327160493825,0.05279753086419752,0.3458917165432099,0.7000043645679013,0.2144345679012346,0.4582333333333333,135.60777777777778,3.802469135802469,5
911,russian orchestra,375052.58974358975,0.2853769230769231,0.16526641025641026,4.256410256410256,48.30706006322445,-20.401948717948724,0.05255384615384615,0.9285128205128205,0.6350751866666667,0.1586,0.22438205128205127,114.46871794871797,3.7435897435897436,0
912,norske viser,203675.14501510575,0.5704516616314199,0.43813776435045315,5.113293051359516,31.123838099573717,-11.526419939577043,0.06674864048338369,0.5694494350453171,0.026266565785498484,0.19122341389728098,0.5671729607250755,116.36975377643505,3.8413897280966767,2
913,barnasogur,186137.65867158672,0.6678487084870851,0.3287535055350554,4.6881918819188195,29.707177879997985,-14.768208487084872,0.4774341328413285,0.6894374354243542,0.024036065996309964,0.32557970479704795,0.6382714022140221,109.05568819188193,3.6678966789667897,1
914,miami hip hop,213405.61979166666,0.7344661458333333,0.7196716145833334,5.4375,9.742487157534248,-5.885658854166667,0.1398697916666667,0.11974189843750001,0.005514263854166667,0.22243671875,0.6110078125,121.88820312499998,3.9921875,6
915,"""[cartoon",120516.26,0.70292,0.5267000000000001,4.5,25.594520547945205,-9.28522,0.20401599999999998,0.484539048,0.023247515399999995,0.23080599999999996,0.7146399999999999,109.01032,3.76,3
916,chilean hardcore,211608.075,0.5445166666666668,0.7718083333333332,5.041666666666667,27.63253424657534,-8.701725,0.07312666666666666,0.09974433733333332,0.03963312075,0.20418083333333334,0.6117516666666667,128.21489166666666,3.966666666666667,4
917,pop ambient,299226.1666666667,0.44766666666666666,0.37826166666666666,4.0,12.703196347031962,-15.823500000000003,0.08481666666666667,0.39685,0.8053333333333333,0.19219999999999995,0.31855,119.44333333333333,3.8333333333333335,5
918,modern string quartet,252683.52631578947,0.32905263157894743,0.1108563157894737,4.052631578947368,50.703388608507574,-21.93842105263158,0.045089473684210526,0.9416315789473684,0.5980578947368422,0.14458947368421052,0.20636315789473683,103.92826315789475,3.736842105263158,0
919,grand rapids indie,193566.5,0.48150000000000004,0.8665,6.0,26.269863013698632,-8.5545,0.04845,0.0055265,0.0050345,0.21875,0.8935,180.11450000000002,4.0,6
920,futurepop,289558.7878787879,0.6103636363636363,0.7118787878787879,5.090909090909091,20.696720630967203,-9.070121212121212,0.037530303030303025,0.11149766363636364,0.19014148424242425,0.17286666666666667,0.5302666666666668,125.69624242424244,3.9393939393939394,4
921,estonian jazz,237987.2,0.40750000000000003,0.26781,5.4,42.840547945205486,-16.3839,0.042850000000000006,0.8359,0.17963614,0.10742,0.25815,123.298,3.6,0
922,boston electronic,539016.0,0.877,0.364,0.0,10.487671232876712,-8.755,0.0714,0.00958,0.87,0.102,0.51,122.029,4.0,7
923,detroit trap,187589.66666666666,0.8325,0.6191666666666666,4.416666666666667,3.8589041095890413,-5.714500000000001,0.23750833333333332,0.1602666666666667,0.0,0.11755833333333333,0.53825,115.08033333333333,4.0,6
